"id","id_lat","id_lon","lat","lon"
560,-43.75,174.5,-43.625,174.375
560,-43.75,174.5,-43.625,174.625
560,-43.75,174.5,-43.875,174.625
560,-43.75,174.5,-43.875,174.375
561,-43.75,174.75,-43.625,174.625
561,-43.75,174.75,-43.625,174.875
561,-43.75,174.75,-43.875,174.875
561,-43.75,174.75,-43.875,174.625
562,-43.75,175,-43.625,174.875
562,-43.75,175,-43.625,175.125
562,-43.75,175,-43.875,175.125
562,-43.75,175,-43.875,174.875
563,-43.75,175.25,-43.625,175.125
563,-43.75,175.25,-43.625,175.375
563,-43.75,175.25,-43.875,175.375
563,-43.75,175.25,-43.875,175.125
564,-43.75,175.5,-43.625,175.375
564,-43.75,175.5,-43.625,175.625
564,-43.75,175.5,-43.875,175.625
564,-43.75,175.5,-43.875,175.375
565,-43.75,175.75,-43.625,175.625
565,-43.75,175.75,-43.625,175.875
565,-43.75,175.75,-43.875,175.875
565,-43.75,175.75,-43.875,175.625
566,-43.75,176,-43.625,175.875
566,-43.75,176,-43.625,176.125
566,-43.75,176,-43.875,176.125
566,-43.75,176,-43.875,175.875
567,-43.75,176.25,-43.625,176.125
567,-43.75,176.25,-43.625,176.375
567,-43.75,176.25,-43.875,176.375
567,-43.75,176.25,-43.875,176.125
568,-43.75,176.5,-43.625,176.375
568,-43.75,176.5,-43.625,176.625
568,-43.75,176.5,-43.875,176.625
568,-43.75,176.5,-43.875,176.375
569,-43.75,176.75,-43.625,176.625
569,-43.75,176.75,-43.625,176.875
569,-43.75,176.75,-43.875,176.875
569,-43.75,176.75,-43.875,176.625
570,-43.75,177,-43.625,176.875
570,-43.75,177,-43.625,177.125
570,-43.75,177,-43.875,177.125
570,-43.75,177,-43.875,176.875
571,-43.75,177.25,-43.625,177.125
571,-43.75,177.25,-43.625,177.375
571,-43.75,177.25,-43.875,177.375
571,-43.75,177.25,-43.875,177.125
572,-43.75,177.5,-43.625,177.375
572,-43.75,177.5,-43.625,177.625
572,-43.75,177.5,-43.875,177.625
572,-43.75,177.5,-43.875,177.375
573,-43.75,177.75,-43.625,177.625
573,-43.75,177.75,-43.625,177.875
573,-43.75,177.75,-43.875,177.875
573,-43.75,177.75,-43.875,177.625
574,-43.75,178,-43.625,177.875
574,-43.75,178,-43.625,178.125
574,-43.75,178,-43.875,178.125
574,-43.75,178,-43.875,177.875
575,-43.75,178.25,-43.625,178.125
575,-43.75,178.25,-43.625,178.375
575,-43.75,178.25,-43.875,178.375
575,-43.75,178.25,-43.875,178.125
576,-43.75,178.5,-43.625,178.375
576,-43.75,178.5,-43.625,178.625
576,-43.75,178.5,-43.875,178.625
576,-43.75,178.5,-43.875,178.375
577,-43.75,178.75,-43.625,178.625
577,-43.75,178.75,-43.625,178.875
577,-43.75,178.75,-43.875,178.875
577,-43.75,178.75,-43.875,178.625
578,-43.75,179,-43.625,178.875
578,-43.75,179,-43.625,179.125
578,-43.75,179,-43.875,179.125
578,-43.75,179,-43.875,178.875
579,-43.75,179.25,-43.625,179.125
579,-43.75,179.25,-43.625,179.375
579,-43.75,179.25,-43.875,179.375
579,-43.75,179.25,-43.875,179.125
580,-43.75,179.5,-43.625,179.375
580,-43.75,179.5,-43.625,179.625
580,-43.75,179.5,-43.875,179.625
580,-43.75,179.5,-43.875,179.375
581,-43.75,179.75,-43.625,179.625
581,-43.75,179.75,-43.625,179.875
581,-43.75,179.75,-43.875,179.875
581,-43.75,179.75,-43.875,179.625
583,-43.75,180.25,-43.625,180.125
583,-43.75,180.25,-43.625,180.375
583,-43.75,180.25,-43.875,180.375
583,-43.75,180.25,-43.875,180.125
585,-43.75,180.75,-43.625,180.625
585,-43.75,180.75,-43.625,180.875
585,-43.75,180.75,-43.875,180.875
585,-43.75,180.75,-43.875,180.625
590,-43.75,182,-43.625,181.875
590,-43.75,182,-43.625,182.125
590,-43.75,182,-43.875,182.125
590,-43.75,182,-43.875,181.875
591,-43.75,182.25,-43.625,182.125
591,-43.75,182.25,-43.625,182.375
591,-43.75,182.25,-43.875,182.375
591,-43.75,182.25,-43.875,182.125
592,-43.75,182.5,-43.625,182.375
592,-43.75,182.5,-43.625,182.625
592,-43.75,182.5,-43.875,182.625
592,-43.75,182.5,-43.875,182.375
603,-43.75,185.25,-43.625,185.125
603,-43.75,185.25,-43.625,185.375
603,-43.75,185.25,-43.875,185.375
603,-43.75,185.25,-43.875,185.125
615,-43.5,173,-43.375,172.875
615,-43.5,173,-43.375,173.125
615,-43.5,173,-43.625,173.125
615,-43.5,173,-43.625,172.875
617,-43.5,173.5,-43.375,173.375
617,-43.5,173.5,-43.375,173.625
617,-43.5,173.5,-43.625,173.625
617,-43.5,173.5,-43.625,173.375
618,-43.5,173.75,-43.375,173.625
618,-43.5,173.75,-43.375,173.875
618,-43.5,173.75,-43.625,173.875
618,-43.5,173.75,-43.625,173.625
619,-43.5,174,-43.375,173.875
619,-43.5,174,-43.375,174.125
619,-43.5,174,-43.625,174.125
619,-43.5,174,-43.625,173.875
620,-43.5,174.25,-43.375,174.125
620,-43.5,174.25,-43.375,174.375
620,-43.5,174.25,-43.625,174.375
620,-43.5,174.25,-43.625,174.125
621,-43.5,174.5,-43.375,174.375
621,-43.5,174.5,-43.375,174.625
621,-43.5,174.5,-43.625,174.625
621,-43.5,174.5,-43.625,174.375
622,-43.5,174.75,-43.375,174.625
622,-43.5,174.75,-43.375,174.875
622,-43.5,174.75,-43.625,174.875
622,-43.5,174.75,-43.625,174.625
623,-43.5,175,-43.375,174.875
623,-43.5,175,-43.375,175.125
623,-43.5,175,-43.625,175.125
623,-43.5,175,-43.625,174.875
625,-43.5,175.5,-43.375,175.375
625,-43.5,175.5,-43.375,175.625
625,-43.5,175.5,-43.625,175.625
625,-43.5,175.5,-43.625,175.375
630,-43.5,176.75,-43.375,176.625
630,-43.5,176.75,-43.375,176.875
630,-43.5,176.75,-43.625,176.875
630,-43.5,176.75,-43.625,176.625
631,-43.5,177,-43.375,176.875
631,-43.5,177,-43.375,177.125
631,-43.5,177,-43.625,177.125
631,-43.5,177,-43.625,176.875
632,-43.5,177.25,-43.375,177.125
632,-43.5,177.25,-43.375,177.375
632,-43.5,177.25,-43.625,177.375
632,-43.5,177.25,-43.625,177.125
633,-43.5,177.5,-43.375,177.375
633,-43.5,177.5,-43.375,177.625
633,-43.5,177.5,-43.625,177.625
633,-43.5,177.5,-43.625,177.375
634,-43.5,177.75,-43.375,177.625
634,-43.5,177.75,-43.375,177.875
634,-43.5,177.75,-43.625,177.875
634,-43.5,177.75,-43.625,177.625
635,-43.5,178,-43.375,177.875
635,-43.5,178,-43.375,178.125
635,-43.5,178,-43.625,178.125
635,-43.5,178,-43.625,177.875
636,-43.5,178.25,-43.375,178.125
636,-43.5,178.25,-43.375,178.375
636,-43.5,178.25,-43.625,178.375
636,-43.5,178.25,-43.625,178.125
645,-43.5,180.5,-43.375,180.375
645,-43.5,180.5,-43.375,180.625
645,-43.5,180.5,-43.625,180.625
645,-43.5,180.5,-43.625,180.375
646,-43.5,180.75,-43.375,180.625
646,-43.5,180.75,-43.375,180.875
646,-43.5,180.75,-43.625,180.875
646,-43.5,180.75,-43.625,180.625
650,-43.5,181.75,-43.375,181.625
650,-43.5,181.75,-43.375,181.875
650,-43.5,181.75,-43.625,181.875
650,-43.5,181.75,-43.625,181.625
651,-43.5,182,-43.375,181.875
651,-43.5,182,-43.375,182.125
651,-43.5,182,-43.625,182.125
651,-43.5,182,-43.625,181.875
652,-43.5,182.25,-43.375,182.125
652,-43.5,182.25,-43.375,182.375
652,-43.5,182.25,-43.625,182.375
652,-43.5,182.25,-43.625,182.125
653,-43.5,182.5,-43.375,182.375
653,-43.5,182.5,-43.375,182.625
653,-43.5,182.5,-43.625,182.625
653,-43.5,182.5,-43.625,182.375
658,-43.5,183.75,-43.375,183.625
658,-43.5,183.75,-43.375,183.875
658,-43.5,183.75,-43.625,183.875
658,-43.5,183.75,-43.625,183.625
659,-43.5,184,-43.375,183.875
659,-43.5,184,-43.375,184.125
659,-43.5,184,-43.625,184.125
659,-43.5,184,-43.625,183.875
661,-43.5,184.5,-43.375,184.375
661,-43.5,184.5,-43.375,184.625
661,-43.5,184.5,-43.625,184.625
661,-43.5,184.5,-43.625,184.375
678,-43.25,173.5,-43.125,173.375
678,-43.25,173.5,-43.125,173.625
678,-43.25,173.5,-43.375,173.625
678,-43.25,173.5,-43.375,173.375
679,-43.25,173.75,-43.125,173.625
679,-43.25,173.75,-43.125,173.875
679,-43.25,173.75,-43.375,173.875
679,-43.25,173.75,-43.375,173.625
680,-43.25,174,-43.125,173.875
680,-43.25,174,-43.125,174.125
680,-43.25,174,-43.375,174.125
680,-43.25,174,-43.375,173.875
681,-43.25,174.25,-43.125,174.125
681,-43.25,174.25,-43.125,174.375
681,-43.25,174.25,-43.375,174.375
681,-43.25,174.25,-43.375,174.125
682,-43.25,174.5,-43.125,174.375
682,-43.25,174.5,-43.125,174.625
682,-43.25,174.5,-43.375,174.625
682,-43.25,174.5,-43.375,174.375
683,-43.25,174.75,-43.125,174.625
683,-43.25,174.75,-43.125,174.875
683,-43.25,174.75,-43.375,174.875
683,-43.25,174.75,-43.375,174.625
684,-43.25,175,-43.125,174.875
684,-43.25,175,-43.125,175.125
684,-43.25,175,-43.375,175.125
684,-43.25,175,-43.375,174.875
687,-43.25,175.75,-43.125,175.625
687,-43.25,175.75,-43.125,175.875
687,-43.25,175.75,-43.375,175.875
687,-43.25,175.75,-43.375,175.625
697,-43.25,178.25,-43.125,178.125
697,-43.25,178.25,-43.125,178.375
697,-43.25,178.25,-43.375,178.375
697,-43.25,178.25,-43.375,178.125
701,-43.25,179.25,-43.125,179.125
701,-43.25,179.25,-43.125,179.375
701,-43.25,179.25,-43.375,179.375
701,-43.25,179.25,-43.375,179.125
702,-43.25,179.5,-43.125,179.375
702,-43.25,179.5,-43.125,179.625
702,-43.25,179.5,-43.375,179.625
702,-43.25,179.5,-43.375,179.375
703,-43.25,179.75,-43.125,179.625
703,-43.25,179.75,-43.125,179.875
703,-43.25,179.75,-43.375,179.875
703,-43.25,179.75,-43.375,179.625
704,-43.25,180,-43.125,179.875
704,-43.25,180,-43.125,180.125
704,-43.25,180,-43.375,180.125
704,-43.25,180,-43.375,179.875
705,-43.25,180.25,-43.125,180.125
